,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
2598,GPSUSDT,COOKIEUSDT,0.0175,-3.72,-3.37,0.43459,30
2597,GPSUSDT,COAIUSDT,0.0229,-3.62,-3.37,0.02695,30
3385,MIRAUSDT,ORCAUSDT,0.0057,-4.07,-3.37,0.08743,30
3266,MAVIAUSDT,CARVUSDT,0.0004,-4.78,-3.37,0.59775,30
3239,MASKUSDT,RAYDIUMUSDT,0.0162,-3.74,-3.37,0.73948,30
226,AERGOUSDT,COAIUSDT,0.0218,-3.64,-3.37,0.17306,30
1302,BTCUSDT-25SEP26,ORCAUSDT,0.0011,-4.52,-3.37,76877.85084,30
1292,BTCUSDT-25SEP26,ETHBTCUSDT,0.0016,-4.42,-3.37,2439552.97705,30
2524,GOATUSDT,DYMUSDT,0.0117,-3.85,-3.37,0.52531,30
2520,GOATUSDT,CARVUSDT,0.0059,-4.06,-3.37,0.32701,30
2995,KAIAUSDT,HIVEUSDT,0.0237,-3.61,-3.37,0.85601,30
2990,KAIAUSDT,ENJUSDT,0.029,-3.54,-3.37,2.92801,30
3936,SAPIENUSDT,ICPUSDT,0.0057,-4.07,-3.37,0.02929,30
2488,GMTUSDT,QNTUSDT,0.0448,-3.38,-3.37,0.00017,30
1654,COWUSDT,PENDLEUSDT,0.0076,-3.98,-3.37,0.18416,30
3229,MANTAUSDT,SCRTUSDT,0.017,-3.73,-3.37,0.87106,30
2037,EDENUSDT,METUSDT,0.0035,-4.21,-3.37,0.2399,30
3828,ROAMUSDT,4USDT,0.0434,-3.39,-3.37,4.44986,30
2519,GOATUSDT,B3USDT,0.0181,-3.7,-3.37,49.17773,30
410,AIOZUSDT,PENDLEUSDT,0.0141,-3.79,-3.37,0.0516,30
1289,BTCUSDT-25SEP26,DYMUSDT,0.0023,-4.33,-3.37,2022035.76546,30
1315,BTCUSDT-26JUN26,ETHBTCUSDT,0.0019,-4.38,-3.37,2416798.76695,30
1313,BTCUSDT-26JUN26,DYMUSDT,0.0032,-4.23,-3.37,2003167.84078,30
1324,BTCUSDT-26JUN26,ONEUSDT,0.0171,-3.72,-3.37,29307364.48054,30
1349,BTCUSDT-27MAR26,RAYDIUMUSDT,0.0152,-3.76,-3.37,116295.31052,30
3688,POLUSDT,EPICUSDT,0.0448,-3.38,-3.37,0.37151,30
497,AKTUSDT,RLCUSDT,0.0048,-4.12,-3.37,1.08042,30
2427,FUSDT,SEIUSDT,0.0267,-3.57,-3.37,0.08402,30
3049,KNCUSDT,SANDUSDT,0.0261,-3.58,-3.37,1.59713,30
1607,COOKIEUSDT,HEMIUSDT,0.0018,-4.4,-3.37,2.52746,30
3390,MLNUSDT,0GUSDT,0.0027,-4.28,-3.37,6.47254,30
1664,CRVUSDT,KSMUSDT,0.0177,-3.71,-3.37,0.05258,30
194,ACTUSDT,MTLUSDT,0.0051,-4.1,-3.37,0.04913,30
3180,MAGMAUSDT,KSMUSDT,0.0433,-3.39,-3.37,0.02301,30
3168,MAGMAUSDT,APTUSDT,0.0198,-3.67,-3.37,0.11097,30
3213,MANTAUSDT,CTCUSDT,0.0361,-3.46,-3.37,0.44245,30
2054,EDENUSDT,ORCAUSDT,0.0087,-3.94,-3.37,0.04152,30
2078,EDENUSDT,RUNEUSDT,0.008,-3.97,-3.37,0.0891,30
1348,BTCUSDT-27MAR26,PROVEUSDT,0.0152,-3.76,-3.37,266707.88882,30
1340,BTCUSDT-27MAR26,GASUSDT,0.0157,-3.75,-3.37,45417.8569,30
2354,FLOCKUSDT,CROUSDT,0.0336,-3.49,-3.37,0.73566,30
2380,FLUIDUSDT,PENGUUSDT,0.0191,-3.69,-3.37,312.67987,30
512,ALICEUSDT,AERGOUSDT,0.0,-6.15,-3.37,2.20212,30
1370,BTCUSDT-29MAY26,PROVEUSDT,0.0149,-3.77,-3.37,267836.55997,30
1009,BCHUSDT,ICPUSDT,0.0344,-3.48,-3.37,175.50687,30
973,BBUSDT,GALAUSDT,0.0059,-4.06,-3.37,8.07217,30
2326,FFUSDT,MLNUSDT,0.0005,-4.73,-3.37,0.01979,30
3922,SAPIENUSDT,BTCUSDT,0.0432,-3.39,-3.37,0.0,30
106,1000RATSUSDT,PUMPBTCUSDT,0.0154,-3.76,-3.37,3.33782,30
119,1000TOSHIUSDT,SEIUSDT,0.0099,-3.9,-3.37,3.27245,30
664,APTUSDT,ASTRUSDT,0.0271,-3.56,-3.37,124.95401,30
1571,COAIUSDT,SNXUSDT,0.0003,-4.83,-3.37,1.00002,30
3422,MLNUSDT,CHZUSDT,0.0412,-3.41,-3.37,97.30639,30
921,B3USDT,PUMPBTCUSDT,0.0037,-4.19,-3.37,0.02609,30
965,BBUSDT,BTCUSDT-29MAY26,0.0191,-3.69,-3.37,0.0,30
964,BBUSDT,BTCUSDT-27MAR26,0.0192,-3.68,-3.37,0.0,30
960,BBUSDT,BTCUSDT-20MAR26,0.0191,-3.69,-3.37,0.0,30
959,BBUSDT,BTCUSDT,0.0188,-3.69,-3.37,0.0,30
96,1000RATSUSDT,DOGUSDT,0.0359,-3.46,-3.37,61.30931,30
2279,EULUSDT,PYTHUSDT,0.0178,-3.71,-3.37,19.94565,30
532,ALICEUSDT,FORMUSDT,0.0,-5.87,-3.37,0.43635,30
3882,RVNUSDT,BIOUSDT,0.014,-3.79,-3.37,0.25991,30
3147,LSKUSDT,MIRAUSDT,0.043,-3.39,-3.37,1.60215,30
3139,LPTUSDT,PROVEUSDT,0.0242,-3.6,-3.37,8.57482,30
3867,RPLUSDT,BTCUSDT-20MAR26,0.0418,-3.4,-3.37,3e-05,30
3866,RPLUSDT,BTCUSDT,0.0398,-3.42,-3.37,3e-05,30
613,ALTUSDT,MONUSDT,0.0424,-3.4,-3.37,0.34094,30
2180,EPICUSDT,NEWTUSDT,0.0283,-3.55,-3.37,3.8793,30
1484,CELOUSDT,ONTUSDT,0.0346,-3.48,-3.37,1.81415,30
1503,CLANKERUSDT,NILUSDT,0.0315,-3.51,-3.37,541.51141,30
3162,MAGICUSDT,REDUSDT,0.0296,-3.53,-3.37,0.50117,30
3152,LTCUSDT,MIRAUSDT,0.0228,-3.63,-3.37,670.9797,30
2128,ELSAUSDT,PROVEUSDT,0.0227,-3.63,-3.37,0.27482,30
583,ALTUSDT,CTCUSDT,0.0198,-3.67,-3.37,0.04824,30
3494,MOVEUSDT,HOLOUSDT,0.0403,-3.42,-3.37,0.35358,30
2202,ERAUSDT,FLOCKUSDT,0.0163,-3.74,-3.37,2.44845,30
3870,RPLUSDT,BTCUSDT-29MAY26,0.0436,-3.39,-3.37,3e-05,30
3869,RPLUSDT,BTCUSDT-27MAR26,0.0417,-3.41,-3.37,3e-05,30
3868,RPLUSDT,BTCUSDT-24APR26,0.0443,-3.38,-3.37,3e-05,30
1480,CELOUSDT,HNTUSDT,0.0251,-3.59,-3.37,0.06426,30
1494,CETUSUSDT,SAFEUSDT,0.0399,-3.42,-3.37,0.16613,30
928,BANANAUSDT,NOMUSDT,0.0272,-3.56,-3.37,1289.59724,30
954,BBUSDT,AWEUSDT,0.0387,-3.43,-3.37,0.53563,30
644,APEUSDT,KNCUSDT,0.0311,-3.52,-3.37,0.72894,30
612,ALTUSDT,MIRAUSDT,0.0394,-3.43,-3.37,0.09237,30
600,ALTUSDT,GMTUSDT,0.0378,-3.44,-3.37,0.67826,30
599,ALTUSDT,GIGAUSDT,0.0289,-3.54,-3.37,3.7793,30
1218,BTCUSDT,DASHUSDT,0.001,-4.55,-3.37,2143.65504,30
2793,ICPUSDT,CYBERUSDT,0.0075,-3.99,-3.37,4.76713,30
2787,ICPUSDT,ACTUSDT,0.012,-3.84,-3.37,190.41505,30
2860,IOTAUSDT,PROVEUSDT,0.0081,-3.96,-3.37,0.23973,30
2887,IPUSDT,AVNTUSDT,0.02,-3.67,-3.37,4.91041,30
24,1000000MOGUSDT,GIGAUSDT,0.0097,-3.91,-3.37,80.49407,30
141,1INCHUSDT,RAYDIUMUSDT,0.005,-4.11,-3.37,0.15914,30
3619,PENDLEUSDT,JASMYUSDT,0.0339,-3.48,-3.37,221.30911,30
1185,BSVUSDT,IOTAUSDT,0.0209,-3.66,-3.37,234.10593,30
3626,PENDLEUSDT,PROVEUSDT,0.0397,-3.42,-3.37,4.80535,30
4004,SNXUSDT,MANAUSDT,0.0422,-3.4,-3.37,3.42084,29
4005,SNXUSDT,QTUMUSDT,0.0277,-3.56,-3.37,0.34916,29
28,1000000MOGUSDT,KNCUSDT,0.0389,-3.43,-3.37,1.21215,29
2841,IOTAUSDT,ARKUSDT,0.0294,-3.53,-3.37,0.35963,29
3790,RAREUSDT,SOLAYERUSDT,0.0027,-4.28,-3.37,0.19399,29
1855,DYDXUSDT,SIRENUSDT,0.032,-3.5,-3.37,0.15215,29
1861,DYMUSDT,ATOMUSDT,0.0396,-3.43,-3.37,0.01935,29
1830,DYDXUSDT,ELSAUSDT,0.0159,-3.75,-3.37,1.20434,29
1835,DYDXUSDT,KNCUSDT,0.0191,-3.69,-3.37,0.66191,29
1840,DYDXUSDT,MEMEUSDT,0.0365,-3.46,-3.37,149.0163,29
142,1INCHUSDT,SANDUSDT,0.0069,-4.01,-3.37,1.16545,29
129,1INCHUSDT,EPICUSDT,0.0013,-4.49,-3.37,0.37236,29
2882,IPUSDT,API3USDT,0.0146,-3.77,-3.37,2.73254,29
314,AEVOUSDT,IMXUSDT,0.0113,-3.86,-3.37,0.15426,29
297,AEVOUSDT,BTCUSDT-26JUN26,0.0184,-3.7,-3.37,0.0,29
2788,ICPUSDT,AEVOUSDT,0.0352,-3.47,-3.37,102.36021,29
2795,ICPUSDT,GRIFFAINUSDT,0.0226,-3.63,-3.37,275.28339,29
2873,IPUSDT,1000FLOKIUSDT,0.0016,-4.43,-3.37,26.31883,29
2877,IPUSDT,AEROUSDT,0.0129,-3.82,-3.37,2.34681,29
3635,PENGUUSDT,SOLUSDT,0.0001,-5.18,-3.37,8e-05,29
3640,PIEVERSEUSDT,ENAUSDT,0.0294,-3.53,-3.37,4.69678,29
1169,BSVUSDT,DUSKUSDT,0.0227,-3.63,-3.37,163.97316,29
609,ALTUSDT,LTCUSDT,0.0192,-3.68,-3.37,0.00014,29
948,BBUSDT,1INCHUSDT,0.0183,-3.7,-3.37,0.28607,29
927,BANANAUSDT,LRCUSDT,0.0074,-3.99,-3.37,142.20418,29
1477,CELOUSDT,DRIFTUSDT,0.0049,-4.11,-3.37,0.91784,29
3481,MOCAUSDT,RAYDIUMUSDT,0.0048,-4.12,-3.37,0.02393,29
3873,RPLUSDT,HYPEUSDT,0.0239,-3.61,-3.37,0.05324,29
2197,EPICUSDT,SEIUSDT,0.0037,-4.2,-3.37,3.98549,29
2198,EPICUSDT,SNTUSDT,0.0114,-3.86,-3.37,26.80003,29
2206,ERAUSDT,MOVEUSDT,0.0394,-3.43,-3.37,6.53422,29
2175,EPICUSDT,MEUSDT,0.0015,-4.44,-3.37,2.25836,29
3714,PORTALUSDT,SENTUSDT,0.0314,-3.51,-3.37,0.56386,29
3502,MOVEUSDT,POWRUSDT,0.0077,-3.98,-3.37,0.32945,29
1437,CAMPUSDT,MAVIAUSDT,0.0041,-4.17,-3.37,0.0798,29
3506,MOVEUSDT,SNXUSDT,0.0391,-3.43,-3.37,0.06713,29
956,BBUSDT,BCHUSDT,0.008,-3.97,-3.37,6e-05,29
2238,ETHBTCUSDT,GMTUSDT,0.0297,-3.53,-3.37,2.64569,29
2215,ESPORTSUSDT,BLURUSDT,0.043,-3.39,-3.37,15.88727,29
2218,ESPORTSUSDT,FLOCKUSDT,0.04,-3.42,-3.37,5.48007,29
2146,EPICUSDT,AGIUSDT,0.0435,-3.39,-3.37,22.09692,29
2117,ELSAUSDT,GMXUSDT,0.0323,-3.5,-3.37,0.01119,29
645,APEUSDT,MEMEUSDT,0.0024,-4.31,-3.37,164.11676,29
125,1INCHUSDT,CVCUSDT,0.0312,-3.51,-3.37,3.214,29
3155,LTCUSDT,SANDUSDT,0.0066,-4.03,-3.37,660.426,29
3444,MLNUSDT,JSTUSDT,0.031,-3.52,-3.37,70.28069,29
3450,MLNUSDT,MIRAUSDT,0.0053,-4.09,-3.37,45.25119,29
1511,COAIUSDT,ARKUSDT,0.0084,-3.95,-3.37,1.7721,29
1517,COAIUSDT,BTCUSDT-25SEP26,0.0101,-3.9,-3.37,0.0,29
3467,MLNUSDT,REQUSDT,0.0231,-3.62,-3.37,54.82882,29
2272,EULUSDT,MOCAUSDT,0.0424,-3.4,-3.37,65.1492,29
2281,EULUSDT,ROSEUSDT,0.0272,-3.56,-3.37,76.87453,29
2313,FFUSDT,ICXUSDT,0.004,-4.17,-3.37,1.99429,29
919,B3USDT,HEMIUSDT,0.0062,-4.05,-3.37,0.04938,29
1573,COMPUSDT,DEEPUSDT,0.0108,-3.87,-3.37,544.19847,29
1578,COOKIEUSDT,AIOZUSDT,0.0091,-3.93,-3.37,0.29527,29
3434,MLNUSDT,GOATUSDT,0.0004,-4.77,-3.37,198.0767,29
1567,COAIUSDT,REDUSDT,0.0246,-3.6,-3.37,2.45541,29
1569,COAIUSDT,SAPIENUSDT,0.0001,-5.19,-3.37,4.11431,29
3443,MLNUSDT,JASMYUSDT,0.0003,-4.88,-3.37,642.35084,29
2150,EPICUSDT,AXLUSDT,0.0256,-3.59,-3.37,4.75548,29
2152,EPICUSDT,CARVUSDT,0.0136,-3.8,-3.37,4.55193,29
3850,ROAMUSDT,ORCAUSDT,0.0329,-3.49,-3.37,0.03727,29
2134,ENAUSDT,ORDIUSDT,0.0249,-3.59,-3.37,0.04259,29
3122,LINEAUSDT,SOLUSDT,0.0125,-3.83,-3.37,4e-05,29
3129,LINKUSDT,PENGUUSDT,0.0334,-3.49,-3.37,1256.00074,29
3132,LPTUSDT,BIOUSDT,0.0011,-4.53,-3.37,107.43435,29
3877,RPLUSDT,SAPIENUSDT,0.0261,-3.58,-3.37,25.84382,29
2322,FFUSDT,KERNELUSDT,0.0047,-4.13,-3.37,0.77778,29
2328,FFUSDT,ORBSUSDT,0.0001,-5.27,-3.37,7.65061,29
3106,LDOUSDT,MEUSDT,0.0007,-4.63,-3.37,2.60422,29
541,ALICEUSDT,KAIAUSDT,0.0,-5.77,-3.37,2.21873,29
1386,CAMPUSDT,0GUSDT,0.0043,-4.15,-3.37,0.00477,29
1013,BCHUSDT,RPLUSDT,0.0002,-4.98,-3.37,231.75625,29
2374,FLOCKUSDT,SNTUSDT,0.0,-5.42,-3.37,5.78735,29
2355,FLOCKUSDT,ETHBTCUSDT,0.0001,-5.06,-3.37,1.90502,29
2365,FLOCKUSDT,MEUSDT,0.0033,-4.23,-3.37,0.48767,29
2369,FLOCKUSDT,ORCAUSDT,0.033,-3.49,-3.37,0.06003,29
1373,BTCUSDT-29MAY26,SNXUSDT,0.0078,-3.97,-3.37,226727.85583,29
1362,BTCUSDT-29MAY26,GMTUSDT,0.0006,-4.69,-3.37,6379968.75377,29
1365,BTCUSDT-29MAY26,MEMEUSDT,0.0395,-3.43,-3.37,120557581.84077,29
1341,BTCUSDT-27MAR26,GMTUSDT,0.0006,-4.68,-3.37,6353098.79127,29
3683,PNUTUSDT,INJUSDT,0.0258,-3.58,-3.37,0.01525,29
3685,PNUTUSDT,RPLUSDT,0.0013,-4.49,-3.37,0.02351,29
467,AKTUSDT,GMXUSDT,0.0019,-4.39,-3.37,0.0667,29
2098,ELSAUSDT,1000TOSHIUSDT,0.0255,-3.59,-3.37,0.34149,29
3206,MANTAUSDT,BTCUSDT-25SEP26,0.0167,-3.73,-3.37,0.0,29
3179,MAGMAUSDT,JASMYUSDT,0.0297,-3.53,-3.37,18.11574,29
2084,EDENUSDT,SKRUSDT,0.008,-3.97,-3.37,1.68231,29
3835,ROAMUSDT,CTCUSDT,0.0322,-3.5,-3.37,0.22248,29
1644,COTIUSDT,SOLUSDT,0.0129,-3.81,-3.37,0.00014,29
1630,COOKIEUSDT,SAPIENUSDT,0.001,-4.56,-3.37,0.2551,29
2430,GALAUSDT,CARVUSDT,0.0305,-3.52,-3.37,0.06008,29
2414,FUSDT,GRASSUSDT,0.0016,-4.42,-3.37,0.01463,29
502,ALGOUSDT,ACTUSDT,0.0287,-3.54,-3.37,6.55212,29
450,AKTUSDT,BREVUSDT,0.0029,-4.26,-3.37,3.2965,29
457,AKTUSDT,DRIFTUSDT,0.0091,-3.93,-3.37,5.28443,29
2464,GIGGLEUSDT,BNBUSDT,0.033,-3.49,-3.37,0.04337,29
2437,GALAUSDT,LTCUSDT,0.0157,-3.75,-3.37,6e-05,29
484,AKTUSDT,MIRAUSDT,0.0006,-4.68,-3.37,5.31658,29
1351,BTCUSDT-27MAR26,SNXUSDT,0.0084,-3.95,-3.37,225772.31613,29
1352,BTCUSDT-29MAY26,ACTUSDT,0.0182,-3.7,-3.37,5205893.52611,29
1023,BEATUSDT,BRETTUSDT,0.0128,-3.82,-3.37,57.03613,29
3024,KAITOUSDT,JASMYUSDT,0.0156,-3.75,-3.37,62.11391,29
2470,GIGGLEUSDT,GOATUSDT,0.0454,-3.37,-3.37,1509.33173,29
2472,GIGGLEUSDT,MAVIAUSDT,0.0093,-3.92,-3.37,825.48633,29
2485,GMTUSDT,ONTUSDT,0.0178,-3.71,-3.37,0.26757,29
3560,ONEUSDT,BLURUSDT,0.02,-3.67,-3.37,0.12546,29
3571,ONEUSDT,ORDERUSDT,0.0127,-3.82,-3.37,0.04559,29
1307,BTCUSDT-25SEP26,SNXUSDT,0.0059,-4.06,-3.37,229388.00221,29
3006,KAIAUSDT,PAXGUSDT,0.0402,-3.42,-3.37,1e-05,29
3016,KAITOUSDT,AIOZUSDT,0.0111,-3.86,-3.37,5.43701,29
2512,GOATUSDT,AKTUSDT,0.0096,-3.91,-3.37,0.04289,29
3219,MANTAUSDT,GASUSDT,0.0304,-3.52,-3.37,0.04447,29
3227,MANTAUSDT,QTUMUSDT,0.0437,-3.39,-3.37,0.0772,29
3232,MASKUSDT,CTCUSDT,0.038,-3.44,-3.37,2.87342,29
711,ARKUSDT,IMXUSDT,0.0013,-4.49,-3.37,1.07435,29
3751,PROMPTUSDT,RAYDIUMUSDT,0.0246,-3.6,-3.37,0.06839,29
3752,PROMPTUSDT,SNTUSDT,0.0418,-3.41,-3.37,4.28947,29
1670,CTCUSDT,ORCAUSDT,0.038,-3.44,-3.37,0.16742,29
1676,CVCUSDT,NEARUSDT,0.0077,-3.98,-3.37,0.02261,29
1653,COWUSDT,ORDERUSDT,0.0036,-4.2,-3.37,4.40686,29
899,AWEUSDT,MOCAUSDT,0.0188,-3.69,-3.37,3.55031,29
904,AWEUSDT,RPLUSDT,0.0155,-3.76,-3.37,0.02626,29
3842,ROAMUSDT,HIVEUSDT,0.0147,-3.77,-3.37,0.55413,29
3930,SAPIENUSDT,CVCUSDT,0.0146,-3.78,-3.37,2.52814,29
2536,GOATUSDT,LITUSDT,0.043,-3.39,-3.37,0.01708,29
2992,KAIAUSDT,ETHFIUSDT,0.0,-5.64,-3.37,0.09602,29
2993,KAIAUSDT,FLRUSDT,0.0333,-3.49,-3.37,6.15137,29
438,AKTUSDT,APEUSDT,0.0062,-4.04,-3.37,4.49436,29
1066,BIOUSDT,1INCHUSDT,0.0378,-3.44,-3.37,0.21864,29
176,ACHUSDT,ESPORTSUSDT,0.0053,-4.09,-3.37,0.02231,29
873,AVAXUSDT,SNXUSDT,0.0118,-3.84,-3.37,30.9326,29
3237,MASKUSDT,MOCAUSDT,0.0013,-4.49,-3.37,30.8947,29
3244,MAVIAUSDT,ACEUSDT,0.0,-6.64,-3.37,0.23185,29
1998,EDENUSDT,FORMUSDT,0.0079,-3.97,-3.37,0.14184,29
3264,MAVIAUSDT,BNBUSDT,0.0002,-5.02,-3.37,5e-05,29
155,AAVEUSDT,ETCUSDT,0.0073,-4.0,-3.37,13.46182,29
1697,DASHUSDT,DRIFTUSDT,0.0353,-3.47,-3.37,400.66917,29
1701,DASHUSDT,FLOCKUSDT,0.0024,-4.31,-3.37,586.98085,29
1704,DASHUSDT,LINEAUSDT,0.0009,-4.59,-3.37,9975.59631,29
1705,DASHUSDT,LINKUSDT,0.0001,-5.05,-3.37,3.60129,29
3745,PROMPTUSDT,MANAUSDT,0.0454,-3.37,-3.37,0.45423,29
2034,EDENUSDT,MAVIAUSDT,0.0082,-3.96,-3.37,1.13683,29
213,ADAUSDT,RVNUSDT,0.0099,-3.9,-3.37,48.39754,29
1076,BIOUSDT,DASHUSDT,0.0107,-3.88,-3.37,0.00064,29
1079,BIOUSDT,DYMUSDT,0.0008,-4.61,-3.37,0.59543,29
1061,BIGTIMEUSDT,GOATUSDT,0.0393,-3.43,-3.37,0.72689,29
1275,BTCUSDT-24APR26,MEMEUSDT,0.039,-3.43,-3.37,120264042.26748,29
1283,BTCUSDT-24APR26,SNXUSDT,0.0077,-3.98,-3.37,226175.85297,29
2606,GPSUSDT,ENJUSDT,0.0113,-3.86,-3.37,0.45946,29
1747,DOGEUSDT,EULUSDT,0.0213,-3.65,-3.37,0.10026,29
699,ARKMUSDT,ICNTUSDT,0.0205,-3.66,-3.37,0.30742,29
3292,MAVIAUSDT,MAGICUSDT,0.0001,-5.23,-3.37,0.5338,29
1749,DOGEUSDT,GALAUSDT,0.0186,-3.7,-3.37,27.72844,29
1753,DOGEUSDT,MEMEUSDT,0.001,-4.55,-3.37,161.44303,29
1743,DOGEUSDT,ELSAUSDT,0.0046,-4.13,-3.37,1.30484,29
1716,DASHUSDT,SNTUSDT,0.0048,-4.12,-3.37,3397.89019,29
2611,GPSUSDT,FLRUSDT,0.0157,-3.75,-3.37,0.96538,29
2613,GPSUSDT,FORMUSDT,0.0206,-3.66,-3.37,0.03086,29
356,AGLDUSDT,ESPUSDT,0.0168,-3.73,-3.37,2.3937,29
362,AIOZUSDT,AVAXUSDT,0.0124,-3.83,-3.37,0.00679,29
2960,JASMYUSDT,RAYDIUMUSDT,0.0382,-3.44,-3.37,0.00947,29
2963,JASMYUSDT,SNXUSDT,0.0096,-3.91,-3.37,0.01838,29
1260,BTCUSDT-24APR26,ACTUSDT,0.0182,-3.7,-3.37,5193215.60309,29
1099,BIOUSDT,RAREUSDT,0.0398,-3.42,-3.37,1.31495,29
1808,DUSKUSDT,HOOKUSDT,0.0164,-3.74,-3.37,4.29173,29
1906,DYMUSDT,REDUSDT,0.0004,-4.79,-3.37,0.27851,29
1911,DYMUSDT,SOLAYERUSDT,0.0247,-3.6,-3.37,0.42834,29
778,ATHUSDT,DASHUSDT,0.0005,-4.74,-3.37,0.00018,29
721,ASPUSDT,DUSKUSDT,0.0312,-3.51,-3.37,0.31769,29
3312,MAVIAUSDT,REQUSDT,0.0002,-4.9,-3.37,0.50594,29
3351,MEMEUSDT,RAYDIUMUSDT,0.0011,-4.54,-3.37,0.00097,29
3362,MEUSDT,ENSUSDT,0.0447,-3.38,-3.37,0.01887,29
1271,BTCUSDT-24APR26,GMTUSDT,0.0006,-4.7,-3.37,6364432.5512,29
1238,BTCUSDT-20MAR26,ARKUSDT,0.0448,-3.38,-3.37,399937.70138,29
340,AEVOUSDT,SNXUSDT,0.0262,-3.58,-3.37,0.08099,29
345,AGIUSDT,ASTRUSDT,0.0201,-3.67,-3.37,1.56238,29
2685,HAEDALUSDT,ICPUSDT,0.0302,-3.53,-3.37,0.01043,29
2662,GPSUSDT,REDUSDT,0.0126,-3.82,-3.37,0.06618,29
374,AIOZUSDT,CELOUSDT,0.0003,-4.88,-3.37,0.87129,29
1249,BTCUSDT-20MAR26,GMTUSDT,0.0006,-4.7,-3.37,6349875.26618,29
2923,IPUSDT,MEMEUSDT,0.0006,-4.7,-3.37,1327.10394,29
2928,IPUSDT,PIEVERSEUSDT,0.0,-5.9,-3.37,1.54271,29
3345,MEMEUSDT,ONTUSDT,0.0439,-3.39,-3.37,0.01416,29
3793,RAYDIUMUSDT,RLCUSDT,0.0077,-3.98,-3.37,1.51114,29
3801,REDUSDT,BIOUSDT,0.0436,-3.39,-3.37,6.0267,29
3809,REDUSDT,MANAUSDT,0.0425,-3.4,-3.37,1.39311,29
3332,MEMEUSDT,BCHUSDT,0.0273,-3.56,-3.37,0.0,29
795,ATHUSDT,LDOUSDT,0.011,-3.87,-3.37,0.02011,29
814,ATHUSDT,SOLUSDT,0.0027,-4.28,-3.37,7e-05,29
815,ATOMUSDT,CVCUSDT,0.0174,-3.72,-3.37,60.96759,29
1803,DUSKUSDT,EULUSDT,0.0004,-4.81,-3.37,0.09565,29
1804,DUSKUSDT,FUSDT,0.0304,-3.52,-3.37,16.54727,29
241,AERGOUSDT,LITUSDT,0.0298,-3.53,-3.37,0.04958,29
336,AEVOUSDT,SAPIENUSDT,0.0076,-3.98,-3.37,0.33328,29
3983,SKRUSDT,JUPUSDT,0.0209,-3.65,-3.37,0.14119,29
23,1000000MOGUSDT,ETHBTCUSDT,0.0045,-4.14,-3.37,5.45844,29
2732,HIVEUSDT,SAFEUSDT,0.0023,-4.33,-3.37,0.60147,29
3968,SHIB1000USDT,IMXUSDT,0.0344,-3.48,-3.37,0.03542,29
1123,BNBUSDT,COAIUSDT,0.0438,-3.39,-3.37,2074.0595,29
32,1000000MOGUSDT,MEUSDT,0.0011,-4.53,-3.37,1.39741,29
34,1000000MOGUSDT,ONEUSDT,0.0276,-3.56,-3.37,66.19691,29
296,AEVOUSDT,BTCUSDT-25SEP26,0.0198,-3.67,-3.37,0.0,29
39,1000000MOGUSDT,RAYDIUMUSDT,0.0,-5.43,-3.37,0.26439,29
2828,IMXUSDT,CVCUSDT,0.0347,-3.48,-3.37,5.46074,29
2819,IDUSDT,REDUSDT,0.003,-4.25,-3.37,0.32493,29
14,1000000MOGUSDT,BIOUSDT,0.0245,-3.6,-3.37,7.59699,29
12,1000000MOGUSDT,ARBUSDT,0.029,-3.54,-3.37,1.58424,29
256,AERGOUSDT,RAREUSDT,0.0012,-4.5,-3.37,3.36939,29
4019,SOLVUSDT,HAEDALUSDT,0.0431,-3.39,-3.37,0.15005,28
3992,SNXUSDT,BCHUSDT,0.0352,-3.47,-3.37,0.00069,28
2659,GPSUSDT,PUMPFUNUSDT,0.0109,-3.87,-3.37,4.18873,28
195,ACTUSDT,PNUTUSDT,0.0132,-3.81,-3.37,0.29479,28
192,ACTUSDT,IOUSDT,0.0334,-3.49,-3.37,0.12009,28
3756,PROVEUSDT,EGLDUSDT,0.0456,-3.37,-3.37,0.06361,28
3749,PROMPTUSDT,NEWTUSDT,0.0456,-3.37,-3.37,0.62089,28
616,ALTUSDT,ONTUSDT,0.0039,-4.18,-3.37,0.18149,28
615,ALTUSDT,ONEUSDT,0.01,-3.9,-3.37,3.10832,28
1154,BSVUSDT,ANKRUSDT,0.0328,-3.5,-3.37,3385.89064,28
1174,BSVUSDT,EULUSDT,0.0304,-3.52,-3.37,15.68846,28
272,AEROUSDT,MAGICUSDT,0.0245,-3.6,-3.37,5.20873,28
3600,ORCAUSDT,NEWTUSDT,0.0132,-3.81,-3.37,13.95258,28
1202,BSVUSDT,ORCAUSDT,0.0308,-3.52,-3.37,15.92215,28
1661,CROUSDT,ORCAUSDT,0.028,-3.55,-3.37,0.08159,28
1686,CYBERUSDT,RPLUSDT,0.0237,-3.61,-3.37,0.27686,28
1609,COOKIEUSDT,ICPUSDT,0.0123,-3.83,-3.37,0.00747,28
1648,COWUSDT,ERAUSDT,0.026,-3.58,-3.37,1.70776,28
878,AVNTUSDT,ILVUSDT,0.0099,-3.9,-3.37,0.0401,28
1626,COOKIEUSDT,PUMPBTCUSDT,0.0008,-4.63,-3.37,1.33527,28
3942,SAPIENUSDT,NEWTUSDT,0.0363,-3.46,-3.37,1.13632,28
1246,BTCUSDT-20MAR26,ETHBTCUSDT,0.0023,-4.33,-3.37,2399894.98916,28
