,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
720,ASPUSDT,ATUSDT,0.0121,-3.84,-3.37,0.2005,54
1039,BEATUSDT,MUSDT,0.0118,-3.85,-3.37,0.2816,52
402,AIOZUSDT,MIRAUSDT,0.0001,-5.05,-3.37,0.80473,52
1880,DYMUSDT,IOTAUSDT,0.0,-8.24,-3.37,0.55891,51
1122,BLURUSDT,SNTUSDT,0.0425,-3.4,-3.37,1.99622,51
397,AIOZUSDT,LPTUSDT,0.0001,-5.07,-3.37,0.02892,49
3,1000000BABYDOGEUSDT,IOUSDT,0.0,-5.46,-3.37,0.00369,47
1216,BTCUSDT,BTCUSDT-27MAR26,0.0021,-4.35,-3.37,0.99873,47
2633,GPSUSDT,KAIAUSDT,0.0036,-4.21,-3.37,0.15691,47
1095,BIOUSDT,MIRAUSDT,0.005,-4.11,-3.37,0.2589,46
3383,MIRAUSDT,NEWTUSDT,0.0004,-4.79,-3.37,1.22005,46
2203,ERAUSDT,JASMYUSDT,0.0002,-4.97,-3.37,23.87036,46
2516,GOATUSDT,AVAAIUSDT,0.0001,-5.23,-3.37,2.46132,45
3531,NEWTUSDT,CARVUSDT,0.0253,-3.59,-3.37,1.17333,45
3212,MANTAUSDT,CROUSDT,0.0312,-3.51,-3.37,0.90791,45
1089,BIOUSDT,JASMYUSDT,0.0085,-3.95,-3.37,3.67499,45
384,AIOZUSDT,EPICUSDT,0.0,-5.32,-3.37,0.25307,45
318,AEVOUSDT,KNCUSDT,0.0101,-3.89,-3.37,0.19131,45
400,AIOZUSDT,MANAUSDT,0.0066,-4.03,-3.37,0.71832,45
1560,COAIUSDT,POLUSDT,0.0047,-4.13,-3.37,3.24381,45
1647,COWUSDT,DYMUSDT,0.0141,-3.79,-3.37,6.60538,45
1071,BIOUSDT,BTCUSDT-26JUN26,0.0067,-4.02,-3.37,0.0,44
1715,DASHUSDT,RAYDIUMUSDT,0.0061,-4.05,-3.37,54.17791,44
2366,FLOCKUSDT,MIRAUSDT,0.0,-5.44,-3.37,0.68655,44
3046,KNCUSDT,RAREUSDT,0.0358,-3.46,-3.37,8.24238,44
3881,RVNUSDT,AGIUSDT,0.0116,-3.85,-3.37,0.46776,44
2211,ERAUSDT,PROVEUSDT,0.0158,-3.75,-3.37,0.51831,44
2242,ETHBTCUSDT,MIRAUSDT,0.0018,-4.4,-3.37,0.36037,44
2848,IOTAUSDT,LPTUSDT,0.0,-5.59,-3.37,0.02796,44
2876,IPUSDT,ACEUSDT,0.0202,-3.67,-3.37,5.30984,44
1876,DYMUSDT,HBARUSDT,0.0,-8.17,-3.37,0.3749,44
381,AIOZUSDT,DYMUSDT,0.0003,-4.83,-3.37,1.85079,44
369,AIOZUSDT,BTCUSDT-25SEP26,0.0022,-4.34,-3.37,0.0,44
1262,BTCUSDT-24APR26,BTCUSDT-29MAY26,0.0002,-4.96,-3.37,0.99757,44
902,AWEUSDT,RAREUSDT,0.0,-5.91,-3.37,3.21208,44
601,ALTUSDT,HNTUSDT,0.0001,-5.27,-3.37,0.00643,44
3788,RAREUSDT,REDUSDT,0.0002,-4.94,-3.37,0.12613,44
561,ALLOUSDT,MERLUSDT,0.0432,-3.39,-3.37,3.35056,43
13,1000000MOGUSDT,ARKUSDT,0.0022,-4.34,-3.37,0.90973,43
377,AIOZUSDT,CTCUSDT,0.0044,-4.14,-3.37,0.42024,43
44,1000000MOGUSDT,SOLUSDT,0.0022,-4.35,-3.37,0.00183,43
186,ACTUSDT,AWEUSDT,0.0406,-3.42,-3.37,0.26389,43
905,AWEUSDT,SAPIENUSDT,0.0024,-4.32,-3.37,0.67886,43
1100,BIOUSDT,RAYDIUMUSDT,0.0017,-4.41,-3.37,0.0348,43
22,1000000MOGUSDT,EPICUSDT,0.0283,-3.55,-3.37,0.61861,43
2557,GOATUSDT,SOMIUSDT,0.009,-3.93,-3.37,0.10087,43
3300,MAVIAUSDT,OKBUSDT,0.0001,-5.02,-3.37,0.00036,43
2731,HIVEUSDT,REDUSDT,0.0009,-4.57,-3.37,0.4927,42
835,AUSDT,POPCATUSDT,0.0013,-4.48,-3.37,1.48311,42
3388,MIRAUSDT,SNTUSDT,0.0009,-4.57,-3.37,8.42868,42
2845,IOTAUSDT,ERAUSDT,0.0344,-3.48,-3.37,0.46251,42
385,AIOZUSDT,ERAUSDT,0.0021,-4.36,-3.37,0.47851,42
1734,DOGEUSDT,1000000MOGUSDT,0.0293,-3.54,-3.37,0.5915,42
1682,CVXUSDT,KAVAUSDT,0.0006,-4.69,-3.37,34.54251,42
509,ALICEUSDT,1000LUNCUSDT,0.0,-5.84,-3.37,2.88398,42
2172,EPICUSDT,MANAUSDT,0.0325,-3.5,-3.37,2.83802,41
1901,DYMUSDT,PROMPTUSDT,0.0001,-5.1,-3.37,0.85413,41
1897,DYMUSDT,ORDERUSDT,0.0,-5.81,-3.37,0.66707,41
42,1000000MOGUSDT,SANDUSDT,0.0024,-4.32,-3.37,1.93625,41
21,1000000MOGUSDT,ENSUSDT,0.0033,-4.23,-3.37,0.02638,41
37,1000000MOGUSDT,PENGUUSDT,0.0024,-4.32,-3.37,22.07437,41
3514,MTLUSDT,RPLUSDT,0.0083,-3.96,-3.37,0.14109,41
3994,SNXUSDT,COWUSDT,0.0262,-3.58,-3.37,1.33424,41
3816,REDUSDT,SOLAYERUSDT,0.0011,-4.52,-3.37,1.5379,41
3862,ROSEUSDT,SEIUSDT,0.0093,-3.92,-3.37,0.18918,41
41,1000000MOGUSDT,SAFEUSDT,0.006,-4.05,-3.37,1.53901,41
1866,DYMUSDT,EGLDUSDT,0.0,-6.01,-3.37,0.00852,41
1882,DYMUSDT,JASMYUSDT,0.0,-6.0,-3.37,6.171,41
626,ALTUSDT,SCRTUSDT,0.0009,-4.59,-3.37,0.09498,41
705,ARKUSDT,CVCUSDT,0.0062,-4.04,-3.37,5.8693,41
524,ALICEUSDT,CLOUSDT,0.0,-6.11,-3.37,1.73448,41
771,ATHUSDT,BLASTUSDT,0.0307,-3.52,-3.37,12.09124,41
281,AEVOUSDT,ACTUSDT,0.0103,-3.89,-3.37,1.86004,41
382,AIOZUSDT,EGLDUSDT,0.0012,-4.52,-3.37,0.01578,41
360,AIOZUSDT,ARKUSDT,0.0238,-3.61,-3.37,0.3721,41
718,ARKUSDT,SAFEUSDT,0.0049,-4.11,-3.37,1.6915,41
1085,BIOUSDT,ETCUSDT,0.0107,-3.88,-3.37,0.00253,41
1736,DOGEUSDT,ACTUSDT,0.0329,-3.49,-3.37,6.97175,41
719,ARUSDT,GRIFFAINUSDT,0.0182,-3.7,-3.37,189.26805,40
370,AIOZUSDT,BTCUSDT-26JUN26,0.003,-4.26,-3.37,0.0,40
1072,BIOUSDT,BTCUSDT-27MAR26,0.0081,-3.96,-3.37,0.0,40
1067,BIOUSDT,BTCUSDT,0.0082,-3.96,-3.37,0.0,40
1170,BSVUSDT,DYMUSDT,0.0263,-3.58,-3.37,418.783,40
1073,BIOUSDT,BTCUSDT-29MAY26,0.0073,-3.99,-3.37,0.0,40
2176,EPICUSDT,MIRAUSDT,0.0002,-4.97,-3.37,3.1796,40
2280,EULUSDT,QNTUSDT,0.0055,-4.08,-3.37,0.01466,40
3484,MONUSDT,NILUSDT,0.0075,-3.98,-3.37,0.4385,40
126,1INCHUSDT,DASHUSDT,0.0179,-3.71,-3.37,0.00294,40
3196,MANAUSDT,ORDERUSDT,0.0133,-3.81,-3.37,1.7189,40
1782,DOGUSDT,RUNEUSDT,0.0006,-4.68,-3.37,0.00182,40
1725,DBRUSDT,IOTAUSDT,0.007,-4.01,-3.37,0.25157,39
1501,CLANKERUSDT,MEUSDT,0.0047,-4.13,-3.37,237.59995,39
1215,BTCUSDT,BTCUSDT-20MAR26,0.0083,-3.96,-3.37,0.99924,39
413,AIOZUSDT,PROVEUSDT,0.0012,-4.5,-3.37,0.24804,39
393,AIOZUSDT,IOTAUSDT,0.0004,-4.79,-3.37,1.03457,39
287,AEVOUSDT,AWEUSDT,0.0025,-4.3,-3.37,0.49091,39
307,AEVOUSDT,DYDXUSDT,0.0006,-4.7,-3.37,0.289,39
364,AIOZUSDT,BIOUSDT,0.0019,-4.38,-3.37,3.1076,39
641,APEUSDT,EPICUSDT,0.0213,-3.65,-3.37,0.372,39
1795,DUSKUSDT,1000BTTUSDT,0.0067,-4.02,-3.37,272.1362,39
2649,GPSUSDT,ORBSUSDT,0.0154,-3.76,-3.37,0.88242,39
2310,FFUSDT,GPSUSDT,0.0216,-3.64,-3.37,8.66882,39
2424,FUSDT,PONKEUSDT,0.0048,-4.12,-3.37,0.17932,39
77,1000LUNCUSDT,AERGOUSDT,0.0077,-3.98,-3.37,0.76358,39
3795,RAYDIUMUSDT,SANDUSDT,0.0014,-4.47,-3.37,7.32332,39
19,1000000MOGUSDT,DASHUSDT,0.0306,-3.52,-3.37,0.00488,39
3465,MLNUSDT,RAREUSDT,0.0208,-3.66,-3.37,229.83258,39
3807,REDUSDT,FLOCKUSDT,0.0019,-4.38,-3.37,2.27236,39
2182,EPICUSDT,ORCAUSDT,0.0015,-4.45,-3.37,0.27801,39
115,1000TOSHIUSDT,GALAUSDT,0.0015,-4.45,-3.37,62.20311,39
2363,FLOCKUSDT,MANAUSDT,0.0343,-3.48,-3.37,0.6128,39
2273,EULUSDT,MONUSDT,0.0078,-3.97,-3.37,42.8343,39
2367,FLOCKUSDT,MOVEUSDT,0.0002,-4.95,-3.37,2.66802,39
3607,ORCAUSDT,SNXUSDT,0.0346,-3.48,-3.37,2.98371,39
2210,ERAUSDT,PROMPTUSDT,0.0236,-3.61,-3.37,3.30387,38
2491,GMXUSDT,1000TOSHIUSDT,0.0129,-3.82,-3.37,30.52499,38
812,ATHUSDT,SCRTUSDT,0.0003,-4.88,-3.37,0.07581,38
4011,SOLAYERUSDT,ENJUSDT,0.0229,-3.62,-3.37,4.51422,38
366,AIOZUSDT,BTCUSDT,0.0038,-4.19,-3.37,0.0,38
283,AEVOUSDT,ALTUSDT,0.0036,-4.2,-3.37,3.36033,38
372,AIOZUSDT,BTCUSDT-29MAY26,0.0033,-4.23,-3.37,0.0,38
371,AIOZUSDT,BTCUSDT-27MAR26,0.0036,-4.2,-3.37,0.0,38
368,AIOZUSDT,BTCUSDT-24APR26,0.0033,-4.23,-3.37,0.0,38
367,AIOZUSDT,BTCUSDT-20MAR26,0.0036,-4.2,-3.37,0.0,38
352,AGIUSDT,ONEUSDT,0.0093,-3.92,-3.37,4.8389,38
789,ATHUSDT,GIGAUSDT,0.0392,-3.43,-3.37,3.01679,38
504,ALGOUSDT,MEWUSDT,0.0063,-4.04,-3.37,142.72684,38
539,ALICEUSDT,INUSDT,0.0,-6.5,-3.37,1.78054,38
1069,BIOUSDT,BTCUSDT-24APR26,0.0072,-4.0,-3.37,0.0,38
184,ACHUSDT,SNTUSDT,0.0,-5.7,-3.37,0.70841,38
3374,MEUSDT,SOLUSDT,0.0,-5.8,-3.37,0.00131,38
3500,MOVEUSDT,ONEUSDT,0.0002,-4.92,-3.37,8.6589,38
3241,MAVIAUSDT,0GUSDT,0.0002,-4.96,-3.37,0.05973,38
102,1000RATSUSDT,ILVUSDT,0.0157,-3.75,-3.37,0.01225,38
2317,FFUSDT,IPUSDT,0.0003,-4.84,-3.37,0.09362,38
3774,PUMPBTCUSDT,SAPIENUSDT,0.0235,-3.61,-3.37,0.19102,38
3419,MLNUSDT,CCUSDT,0.0022,-4.34,-3.37,24.89677,38
3386,MIRAUSDT,RAYDIUMUSDT,0.0015,-4.45,-3.37,0.13438,38
3713,PORTALUSDT,PAXGUSDT,0.03,-3.53,-3.37,0.0,38
29,1000000MOGUSDT,LINEAUSDT,0.0153,-3.76,-3.37,48.67865,38
2955,JASMYUSDT,NEWTUSDT,0.0281,-3.55,-3.37,0.08595,38
2958,JASMYUSDT,PROMPTUSDT,0.0158,-3.75,-3.37,0.1384,38
2959,JASMYUSDT,PROVEUSDT,0.0002,-4.97,-3.37,0.02171,38
1379,CAKEUSDT,EULUSDT,0.0459,-3.37,-3.37,1.48376,38
1702,DASHUSDT,GIGAUSDT,0.0038,-4.19,-3.37,16494.4388,38
1671,CTCUSDT,RAYDIUMUSDT,0.0365,-3.46,-3.37,0.25733,38
1792,DRIFTUSDT,RVNUSDT,0.0048,-4.12,-3.37,14.9367,38
1815,DUSKUSDT,QNTUSDT,0.0036,-4.21,-3.37,0.0014,38
2728,HEMIUSDT,SAPIENUSDT,0.0225,-3.63,-3.37,0.10091,38
2151,EPICUSDT,CAKEUSDT,0.0106,-3.88,-3.37,0.18458,37
3569,ONEUSDT,ONTUSDT,0.0318,-3.51,-3.37,0.05837,37
3138,LPTUSDT,ORCAUSDT,0.0083,-3.95,-3.37,2.43264,37
84,1000LUNCUSDT,IPUSDT,0.0141,-3.79,-3.37,0.05295,37
3522,NEARUSDT,ONTUSDT,0.0254,-3.59,-3.37,31.99085,37
1843,DYDXUSDT,MTLUSDT,0.0079,-3.97,-3.37,0.3162,37
1909,DYMUSDT,SNTUSDT,0.0,-5.98,-3.37,3.66436,37
2201,ERAUSDT,CARVUSDT,0.0219,-3.64,-3.37,2.4074,37
2191,EPICUSDT,RAYDIUMUSDT,0.0,-5.55,-3.37,0.42731,37
1910,DYMUSDT,SNXUSDT,0.0001,-5.03,-3.37,0.11343,37
2212,ERAUSDT,RAYDIUMUSDT,0.0418,-3.41,-3.37,0.22597,37
2049,EDENUSDT,OKBUSDT,0.0051,-4.1,-3.37,0.00041,37
2155,EPICUSDT,ETHBTCUSDT,0.0011,-4.54,-3.37,8.82255,37
496,AKTUSDT,REDUSDT,0.0205,-3.66,-3.37,3.40684,37
199,ACTUSDT,RPLUSDT,0.0,-5.34,-3.37,0.00693,37
1285,BTCUSDT-25SEP26,ARKUSDT,0.0413,-3.41,-3.37,406545.26983,37
1528,COAIUSDT,ENJUSDT,0.045,-3.38,-3.37,17.04633,37
1535,COAIUSDT,GOATUSDT,0.0149,-3.77,-3.37,16.77707,37
1695,CYSUSDT,PLUMEUSDT,0.0056,-4.08,-3.37,36.69878,37
1761,DOGEUSDT,PNUTUSDT,0.0405,-3.42,-3.37,2.05549,37
1763,DOGEUSDT,PROVEUSDT,0.0217,-3.64,-3.37,0.35864,37
1731,DBRUSDT,SNTUSDT,0.0179,-3.71,-3.37,1.6496,37
1566,COAIUSDT,RAREUSDT,0.0074,-3.99,-3.37,19.46693,37
1488,CETUSUSDT,HYPEUSDT,0.0058,-4.07,-3.37,0.00047,37
1513,COAIUSDT,AWEUSDT,0.0024,-4.31,-3.37,6.06007,37
994,BBUSDT,POWRUSDT,0.0273,-3.56,-3.37,0.43371,37
1137,BRETTUSDT,ENAUSDT,0.0178,-3.71,-3.37,0.06903,37
1014,BCHUSDT,SAPIENUSDT,0.0219,-3.64,-3.37,5990.27062,37
2207,ERAUSDT,ONEUSDT,0.0065,-4.03,-3.37,56.58122,37
2260,ETHUSDT-26JUN26,ETHUSDT-29MAY26,0.021,-3.65,-3.37,1.00258,37
2370,FLOCKUSDT,ORDERUSDT,0.0006,-4.69,-3.37,1.05342,37
653,APEUSDT,SOLUSDT,0.0032,-4.24,-3.37,0.0011,37
390,AIOZUSDT,GMTUSDT,0.0066,-4.03,-3.37,5.90786,37
11,1000000MOGUSDT,APEUSDT,0.0043,-4.15,-3.37,1.66285,37
359,AIOZUSDT,ALTUSDT,0.0264,-3.57,-3.37,8.70883,37
5,1000000MOGUSDT,1000FLOKIUSDT,0.0275,-3.56,-3.37,5.4136,37
414,AIOZUSDT,RAYDIUMUSDT,0.0005,-4.71,-3.37,0.10815,37
452,AKTUSDT,CARVUSDT,0.0003,-4.87,-3.37,7.61283,37
796,ATHUSDT,LINKUSDT,0.001,-4.55,-3.37,0.00066,37
838,AVAAIUSDT,SOMIUSDT,0.0288,-3.54,-3.37,0.04098,37
754,ASTRUSDT,BREVUSDT,0.0026,-4.29,-3.37,0.05707,37
183,ACHUSDT,RVNUSDT,0.0028,-4.28,-3.37,1.24827,37
885,AWEUSDT,BCHUSDT,0.0245,-3.6,-3.37,0.00011,37
949,BBUSDT,AEVOUSDT,0.0377,-3.44,-3.37,1.09097,37
2461,GIGGLEUSDT,AVAAIUSDT,0.0212,-3.65,-3.37,3715.25068,36
2540,GOATUSDT,MEMEUSDT,0.0104,-3.88,-3.37,31.6884,36
2442,GASUSDT,IOUSDT,0.0372,-3.45,-3.37,13.70655,36
2871,IOUSDT,SNXUSDT,0.0145,-3.78,-3.37,0.36242,36
3489,MOVEUSDT,AGIUSDT,0.0173,-3.72,-3.37,1.78842,36
3358,MEUSDT,AGIUSDT,0.0291,-3.54,-3.37,9.78273,36
3253,MAVIAUSDT,ASPUSDT,0.0001,-5.1,-3.37,1.18321,36
3655,PIEVERSEUSDT,MIRAUSDT,0.026,-3.58,-3.37,6.19373,36
3624,PENDLEUSDT,ORDERUSDT,0.0138,-3.79,-3.37,23.9242,36
3787,RAREUSDT,CTCUSDT,0.0051,-4.1,-3.37,0.1028,36
3519,NEARUSDT,1000000MOGUSDT,0.0137,-3.8,-3.37,8.27726,36
3381,MIRAUSDT,MOVEUSDT,0.0107,-3.87,-3.37,3.88566,36
3108,LIGHTUSDT,GLMUSDT,0.0026,-4.29,-3.37,1.39329,36
3038,KNCUSDT,CARVUSDT,0.0334,-3.49,-3.37,2.32328,36
2914,IPUSDT,KAIAUSDT,0.0155,-3.76,-3.37,14.52716,36
3194,MANAUSDT,ONEUSDT,0.0034,-4.22,-3.37,37.69485,36
2325,FFUSDT,MAVIAUSDT,0.0048,-4.12,-3.37,2.14444,36
2362,FLOCKUSDT,LPTUSDT,0.0,-5.8,-3.37,0.02468,36
2277,EULUSDT,POPCATUSDT,0.0118,-3.85,-3.37,17.89377,36
2112,ELSAUSDT,ERAUSDT,0.0314,-3.51,-3.37,0.53018,36
2114,ELSAUSDT,FLOCKUSDT,0.0037,-4.19,-3.37,1.29831,36
2024,EDENUSDT,LAUSDT,0.0093,-3.92,-3.37,0.16676,36
2015,EDENUSDT,INUSDT,0.0046,-4.13,-3.37,0.57886,36
2160,EPICUSDT,FLOCKUSDT,0.0129,-3.82,-3.37,4.62971,36
116,1000TOSHIUSDT,MASKUSDT,0.012,-3.84,-3.37,0.47439,36
2801,ICPUSDT,MTLUSDT,0.0382,-3.44,-3.37,9.35546,36
2672,GRIFFAINUSDT,HAEDALUSDT,0.016,-3.74,-3.37,0.34768,36
2526,GOATUSDT,ENJUSDT,0.0252,-3.59,-3.37,1.01597,36
2530,GOATUSDT,HIVEUSDT,0.0158,-3.75,-3.37,0.297,36
144,AAVEUSDT,ADAUSDT,0.0073,-3.99,-3.37,422.37934,36
1707,DASHUSDT,MIRAUSDT,0.0014,-4.46,-3.37,403.1086,36
1390,CAMPUSDT,AERGOUSDT,0.0033,-4.23,-3.37,0.05024,36
1542,COAIUSDT,IDUSDT,0.0304,-3.52,-3.37,7.55668,36
1833,DYDXUSDT,GMTUSDT,0.0385,-3.44,-3.37,7.88659,36
1337,BTCUSDT-27MAR26,EPICUSDT,0.034,-3.48,-3.37,272127.85014,36
1068,BIOUSDT,BTCUSDT-20MAR26,0.0081,-3.96,-3.37,0.0,36
1070,BIOUSDT,BTCUSDT-25SEP26,0.0048,-4.12,-3.37,0.0,36
1048,BERAUSDT,C98USDT,0.008,-3.97,-3.37,21.82678,36
1086,BIOUSDT,ETHBTCUSDT,0.0017,-4.41,-3.37,0.71843,36
1196,BSVUSDT,MIRAUSDT,0.0274,-3.56,-3.37,182.07055,36
1245,BTCUSDT-20MAR26,EPICUSDT,0.0335,-3.49,-3.37,271989.76809,36
1221,BTCUSDT,EPICUSDT,0.0322,-3.5,-3.37,271782.80388,36
690,ARCUSDT,MERLUSDT,0.0,-5.58,-3.37,1.16384,36
406,AIOZUSDT,NEWTUSDT,0.0096,-3.91,-3.37,0.98184,36
425,AIXBTUSDT,HEMIUSDT,0.0273,-3.56,-3.37,3.38119,36
431,AKTUSDT,1000BONKUSDT,0.0004,-4.76,-3.37,71.40089,36
589,ALTUSDT,ETHBTCUSDT,0.0052,-4.1,-3.37,0.25634,36
764,ATHUSDT,1000BTTUSDT,0.0059,-4.06,-3.37,18.07375,36
233,AERGOUSDT,FFUSDT,0.0013,-4.47,-3.37,0.74052,36
341,AEVOUSDT,SOLAYERUSDT,0.01,-3.9,-3.37,0.30592,36
355,AGIUSDT,SNTUSDT,0.0056,-4.08,-3.37,1.21197,36
2846,IOTAUSDT,JASMYUSDT,0.0001,-5.16,-3.37,11.04061,35
6,1000000MOGUSDT,1INCHUSDT,0.0012,-4.5,-3.37,1.66133,35
282,AEVOUSDT,AIOZUSDT,0.0345,-3.48,-3.37,0.38574,35
2830,IMXUSDT,NEARUSDT,0.0339,-3.48,-3.37,0.12354,35
1872,DYMUSDT,FLOCKUSDT,0.0,-6.45,-3.37,0.63298,35
3344,MEMEUSDT,MOVEUSDT,0.0435,-3.39,-3.37,0.028,35
3805,REDUSDT,ENJUSDT,0.0424,-3.4,-3.37,6.94294,35
291,AEVOUSDT,BNBUSDT,0.0101,-3.9,-3.37,4e-05,35
1778,DOGUSDT,PYTHUSDT,0.0148,-3.77,-3.37,0.01665,35
2856,IOTAUSDT,ORCAUSDT,0.0018,-4.4,-3.37,0.06801,35
779,ATHUSDT,DBRUSDT,0.023,-3.62,-3.37,0.37666,35
1886,DYMUSDT,LSKUSDT,0.0,-8.48,-3.37,0.27132,35
1912,DYMUSDT,SONICUSDT,0.0003,-4.84,-3.37,0.82006,35
742,ASTERUSDT,JASMYUSDT,0.0253,-3.59,-3.37,122.41845,35
1992,EDENUSDT,FHEUSDT,0.0003,-4.87,-3.37,1.87638,35
2712,HBARUSDT,LPTUSDT,0.0383,-3.44,-3.37,0.04168,35
766,ATHUSDT,1000PEPEUSDT,0.0428,-3.4,-3.37,1.75235,35
1109,BLASTUSDT,CLANKERUSDT,0.0432,-3.39,-3.37,2e-05,35
33,1000000MOGUSDT,NEWTUSDT,0.007,-4.01,-3.37,2.39986,35
3267,MAVIAUSDT,CCUSDT,0.0003,-4.83,-3.37,0.22975,35
2950,JASMYUSDT,FLOCKUSDT,0.0011,-4.54,-3.37,0.10257,35
2083,EDENUSDT,SIRENUSDT,0.009,-3.93,-3.37,0.06712,35
3399,MLNUSDT,ASTERUSDT,0.0068,-4.02,-3.37,5.24636,35
3403,MLNUSDT,AVAAIUSDT,0.036,-3.46,-3.37,487.56681,35
655,APEXUSDT,COWUSDT,0.009,-3.93,-3.37,1.17858,35
3208,MANTAUSDT,BTCUSDT-29MAY26,0.0144,-3.78,-3.37,0.0,35
3204,MANTAUSDT,BTCUSDT,0.0139,-3.79,-3.37,0.0,35
3207,MANTAUSDT,BTCUSDT-27MAR26,0.014,-3.79,-3.37,0.0,35
860,AVAXUSDT,LPTUSDT,0.0193,-3.68,-3.37,4.26146,35
495,AKTUSDT,RAREUSDT,0.0022,-4.34,-3.37,27.00784,35
2462,GIGGLEUSDT,AWEUSDT,0.0411,-3.41,-3.37,545.15858,35
2436,GALAUSDT,LPTUSDT,0.0204,-3.66,-3.37,0.00151,35
2445,GASUSDT,SCRTUSDT,0.0123,-3.83,-3.37,19.58631,35
1322,BTCUSDT-26JUN26,MEMEUSDT,0.0386,-3.44,-3.37,120833981.5739,35
418,AIOZUSDT,SNXUSDT,0.0007,-4.66,-3.37,0.20996,35
1028,BEATUSDT,FUSDT,0.0174,-3.72,-3.37,77.39693,35
1333,BTCUSDT-27MAR26,CVCUSDT,0.0368,-3.45,-3.37,2348662.96919,35
82,1000LUNCUSDT,GPSUSDT,0.0116,-3.85,-3.37,4.90236,35
373,AIOZUSDT,CARVUSDT,0.0195,-3.68,-3.37,1.1521,35
1117,BLURUSDT,ETHBTCUSDT,0.0127,-3.82,-3.37,0.65713,35
1087,BIOUSDT,FLOCKUSDT,0.0007,-4.65,-3.37,0.37704,35
1603,COOKIEUSDT,EPICUSDT,0.017,-3.73,-3.37,0.07473,35
2168,EPICUSDT,KNCUSDT,0.025,-3.59,-3.37,1.9591,35
3160,MAGICUSDT,LUNA2USDT,0.0401,-3.42,-3.37,1.02121,35
2148,EPICUSDT,ARKUSDT,0.027,-3.57,-3.37,1.47021,35
1510,COAIUSDT,API3USDT,0.0355,-3.47,-3.37,1.09481,35
643,APEUSDT,GALAUSDT,0.0413,-3.41,-3.37,28.18745,35
2204,ERAUSDT,MANAUSDT,0.0394,-3.43,-3.37,1.50098,35
3872,RPLUSDT,GRTUSDT,0.0361,-3.46,-3.37,74.91499,35
3149,LSKUSDT,ONEUSDT,0.0085,-3.95,-3.37,53.91275,35
574,ALTUSDT,BTCUSDT-24APR26,0.0261,-3.58,-3.37,0.0,35
357,AGLDUSDT,PUMPFUNUSDT,0.0413,-3.41,-3.37,120.554,35
391,AIOZUSDT,HBARUSDT,0.0294,-3.54,-3.37,0.69395,35
2162,EPICUSDT,GALAUSDT,0.0123,-3.83,-3.37,75.75872,35
2962,JASMYUSDT,SNTUSDT,0.0401,-3.42,-3.37,0.59376,35
1240,BTCUSDT-20MAR26,CVCUSDT,0.0371,-3.45,-3.37,2347470.82258,35
1239,BTCUSDT-20MAR26,BTCUSDT-27MAR26,0.0439,-3.39,-3.37,0.99949,35
3137,LPTUSDT,ONEUSDT,0.0268,-3.57,-3.37,936.12385,35
578,ALTUSDT,BTCUSDT-29MAY26,0.0272,-3.56,-3.37,0.0,35
3603,ORCAUSDT,PROVEUSDT,0.0457,-3.37,-3.37,3.52475,35
2790,ICPUSDT,AZTECUSDT,0.032,-3.5,-3.37,113.38811,35
2864,IOTAUSDT,SNTUSDT,0.0001,-5.05,-3.37,6.55599,35
109,1000RATSUSDT,SAGAUSDT,0.0252,-3.59,-3.37,1.45316,35
982,BBUSDT,JSTUSDT,0.0149,-3.77,-3.37,0.52627,35
3878,RPLUSDT,SHIB1000USDT,0.003,-4.25,-3.37,337.61581,35
1354,BTCUSDT-29MAY26,CVCUSDT,0.0354,-3.47,-3.37,2358596.11342,35
2361,FLOCKUSDT,IOTAUSDT,0.0,-5.44,-3.37,0.88259,35
2379,FLUIDUSDT,NILUSDT,0.0073,-4.0,-3.37,45.11687,35
179,ACHUSDT,MIRAUSDT,0.0139,-3.79,-3.37,0.08404,35
1286,BTCUSDT-25SEP26,CVCUSDT,0.0364,-3.46,-3.37,2386250.90796,35
2478,GIGGLEUSDT,SAPIENUSDT,0.0406,-3.42,-3.37,370.1159,35
442,AKTUSDT,ASTRUSDT,0.025,-3.59,-3.37,57.76602,35
31,1000000MOGUSDT,MASKUSDT,0.0227,-3.63,-3.37,0.35749,35
3999,SNXUSDT,FLOCKUSDT,0.0053,-4.09,-3.37,5.57992,35
1863,DYMUSDT,CARVUSDT,0.0003,-4.88,-3.37,0.62239,35
3567,ONEUSDT,MASKUSDT,0.0294,-3.54,-3.37,0.0054,35
1310,BTCUSDT-26JUN26,CVCUSDT,0.0353,-3.47,-3.37,2364000.41645,35
576,ALTUSDT,BTCUSDT-26JUN26,0.0268,-3.57,-3.37,0.0,35
3135,LPTUSDT,CTCUSDT,0.0424,-3.4,-3.37,14.52827,35
3884,RVNUSDT,CELOUSDT,0.0297,-3.53,-3.37,0.07286,35
100,1000RATSUSDT,HEMIUSDT,0.0171,-3.72,-3.37,6.31828,35
575,ALTUSDT,BTCUSDT-25SEP26,0.026,-3.58,-3.37,0.0,35
1773,DOGUSDT,GRIFFAINUSDT,0.0249,-3.59,-3.37,0.0839,34
333,AEVOUSDT,REDUSDT,0.0298,-3.53,-3.37,0.19891,34
2723,HEMIUSDT,MLNUSDT,0.029,-3.54,-3.37,0.00208,34
1898,DYMUSDT,PENDLEUSDT,0.0,-5.39,-3.37,0.02788,34
