,BIOUSDT,PIPPINUSDT,Spread,ZScore
149,0.02079,0.39764,-0.003068399999999999,-2.107883605955421
150,0.02063,0.38418,-0.0024208000000000007,-1.3825490541239156
151,0.02056,0.36354,-0.0012524000000000007,-0.3562421687758325
152,0.02071,0.34879,-0.00021739999999999954,0.5341824381011924
153,0.02062,0.33749,0.0003705999999999987,1.0172174535978815
154,0.02063,0.34696,-0.00018759999999999957,0.5779996050596621
155,0.02086,0.33469,0.0007786000000000008,1.3966851068594803
156,0.02081,0.34317,0.00021979999999999916,0.9444039941826654
157,0.02085,0.34477,0.00016379999999999867,0.8895710032339375
158,0.02081,0.34433,0.00015019999999999964,0.8816796994627097
159,0.02082,0.3417,0.0003180000000000023,0.9783426887776612
160,0.02088,0.34935,-8.100000000000121e-05,0.6135218457358066
161,0.02112,0.36081,-0.0005286000000000006,0.23731388240666082
162,0.02108,0.35983,-0.0005097999999999978,0.26293639457374396
163,0.02119,0.35687,-0.0002221999999999988,0.49931642834967266
164,0.02114,0.36288,-0.0006327999999999993,0.15259244409124426
165,0.02121,0.35934,-0.0003504000000000007,0.35499656106387945
166,0.02112,0.36196,-0.0005976000000000002,0.11938922170009045
167,0.02117,0.3553,-0.00014799999999999883,0.4416983236744837
168,0.02114,0.36062,-0.0004971999999999997,0.07492588910872809
169,0.0209,0.35558,-0.00043480000000000255,0.0009209932344892001
170,0.02086,0.35877,-0.0006661999999999987,-0.5241221484758414
171,0.02084,0.3543,-0.00041799999999999823,-0.4257031838821089
172,0.02077,0.3525,-0.0003799999999999984,-0.5045744838864228
173,0.02071,0.35714,-0.000718400000000001,-1.2598547674012115
174,0.02079,0.36238,-0.0009528000000000002,-1.6491651282288589
175,0.02078,0.35661,-0.0006165999999999984,-0.7746440167562187
176,0.02085,0.3577,-0.0006120000000000014,-0.7359778789640539
177,0.02096,0.35319,-0.00023139999999999966,0.46115899573441466
178,0.02083,0.35821,-0.0006625999999999958,-0.8107072743415163
179,0.02095,0.35341,-0.00025460000000000066,0.6681628584088651
180,0.0209,0.34941,-6.460000000000146e-05,1.6952858950795882
181,0.02078,0.34401,0.00013940000000000133,2.313943895721445
182,0.02097,0.35133,-0.00010980000000000018,1.204385171995908
183,0.02106,0.35169,-4.1400000000000464e-05,1.319119591091161
184,0.02107,0.35293,-0.00010580000000000311,1.0453260859018954
185,0.02104,0.3452,0.00032799999999999843,2.1565552567207824
186,0.02121,0.34651,0.00041940000000000033,2.055516647132708
187,0.02107,0.35019,5.859999999999893e-05,0.9515381038642086
188,0.02113,0.35009,0.00012459999999999902,1.069232789077
